job_id,puzzle_id,status,tiles_placed,duration,solver_id,current_state
47113,47113,solved1,23964772,16255820256,13,"[{"Idx":0,"Rot":false},{"Idx":1,"Rot":false},{"Idx":2,"Rot":false},{"Idx":3,"Rot":false},{"Idx":4,"Rot":false},{"Idx":5,"Rot":true},{"Idx":6,"Rot":true},{"Idx":15,"Rot":true},{"Idx":7,"Rot":false},{"Idx":9,"Rot":true},{"Idx":8,"Rot":true},{"Idx":16,"Rot":false},{"Idx":17,"Rot":false},{"Idx":19,"Rot":true},{"Idx":13,"Rot":true},{"Idx":14,"Rot":true},{"Idx":10,"Rot":true},{"Idx":12,"Rot":true},{"Idx":11,"Rot":true},{"Idx":18,"Rot":false}]"
47095,47095,solved1,1208120250,739644162260,13,"[{"Idx":0,"Rot":false},{"Idx":1,"Rot":false},{"Idx":2,"Rot":false},{"Idx":3,"Rot":false},{"Idx":4,"Rot":false},{"Idx":16,"Rot":true},{"Idx":5,"Rot":false},{"Idx":9,"Rot":true},{"Idx":19,"Rot":true},{"Idx":6,"Rot":true},{"Idx":8,"Rot":true},{"Idx":13,"Rot":false},{"Idx":14,"Rot":false},{"Idx":7,"Rot":true},{"Idx":18,"Rot":true},{"Idx":17,"Rot":true},{"Idx":10,"Rot":true},{"Idx":11,"Rot":true},{"Idx":12,"Rot":false},{"Idx":15,"Rot":false}]"
47087,47087,interrupted,5155097631,3600000001623,13,"[{"Idx":0,"Rot":true},{"Idx":1,"Rot":true},{"Idx":2,"Rot":true},{"Idx":3,"Rot":true},{"Idx":10,"Rot":false},{"Idx":9,"Rot":false},{"Idx":7,"Rot":true},{"Idx":16,"Rot":false},{"Idx":8,"Rot":false},{"Idx":5,"Rot":false},{"Idx":14,"Rot":true},{"Idx":4,"Rot":false},{"Idx":19,"Rot":false},{"Idx":12,"Rot":false}]"
46993,46993,solved1,31137,19450029,13,"[{"Idx":0,"Rot":true},{"Idx":1,"Rot":true},{"Idx":2,"Rot":true},{"Idx":3,"Rot":true},{"Idx":4,"Rot":false},{"Idx":5,"Rot":false},{"Idx":6,"Rot":false},{"Idx":7,"Rot":true},{"Idx":8,"Rot":false},{"Idx":14,"Rot":false},{"Idx":9,"Rot":false},{"Idx":16,"Rot":false},{"Idx":12,"Rot":false},{"Idx":13,"Rot":false},{"Idx":10,"Rot":false},{"Idx":15,"Rot":true},{"Idx":11,"Rot":false},{"Idx":17,"Rot":true},{"Idx":18,"Rot":true},{"Idx":19,"Rot":true}]"
46985,46985,solved1,884779102,604706753649,13,"[{"Idx":0,"Rot":true},{"Idx":1,"Rot":true},{"Idx":2,"Rot":true},{"Idx":3,"Rot":true},{"Idx":4,"Rot":false},{"Idx":7,"Rot":false},{"Idx":6,"Rot":false},{"Idx":11,"Rot":false},{"Idx":12,"Rot":true},{"Idx":13,"Rot":true},{"Idx":17,"Rot":false},{"Idx":14,"Rot":true},{"Idx":15,"Rot":false},{"Idx":18,"Rot":false},{"Idx":5,"Rot":false},{"Idx":16,"Rot":true},{"Idx":9,"Rot":false},{"Idx":10,"Rot":false},{"Idx":19,"Rot":false},{"Idx":8,"Rot":false}]"
46945,46945,solved1,5307677,3375188612,13,"[{"Idx":0,"Rot":true},{"Idx":1,"Rot":true},{"Idx":2,"Rot":true},{"Idx":3,"Rot":true},{"Idx":4,"Rot":true},{"Idx":5,"Rot":true},{"Idx":6,"Rot":true},{"Idx":13,"Rot":false},{"Idx":9,"Rot":false},{"Idx":17,"Rot":false},{"Idx":7,"Rot":false},{"Idx":18,"Rot":false},{"Idx":11,"Rot":false},{"Idx":12,"Rot":false},{"Idx":8,"Rot":true},{"Idx":10,"Rot":true},{"Idx":14,"Rot":false},{"Idx":15,"Rot":false},{"Idx":16,"Rot":true},{"Idx":19,"Rot":false}]"
46937,46937,interrupted,6045313795,3600000001954,13,"[{"Idx":0,"Rot":true},{"Idx":1,"Rot":true},{"Idx":2,"Rot":true},{"Idx":3,"Rot":true},{"Idx":4,"Rot":true},{"Idx":5,"Rot":false},{"Idx":12,"Rot":false},{"Idx":18,"Rot":false},{"Idx":14,"Rot":false},{"Idx":8,"Rot":false},{"Idx":6,"Rot":false},{"Idx":9,"Rot":false},{"Idx":13,"Rot":true},{"Idx":17,"Rot":false},{"Idx":7,"Rot":false},{"Idx":16,"Rot":false}]"
46824,46824,solved1,399938,229987448,13,"[{"Idx":0,"Rot":true},{"Idx":1,"Rot":true},{"Idx":2,"Rot":true},{"Idx":3,"Rot":true},{"Idx":4,"Rot":true},{"Idx":5,"Rot":true},{"Idx":6,"Rot":true},{"Idx":7,"Rot":true},{"Idx":9,"Rot":false},{"Idx":10,"Rot":false},{"Idx":16,"Rot":false},{"Idx":8,"Rot":false},{"Idx":19,"Rot":true},{"Idx":12,"Rot":false},{"Idx":15,"Rot":false},{"Idx":11,"Rot":false},{"Idx":17,"Rot":true},{"Idx":14,"Rot":false},{"Idx":13,"Rot":false},{"Idx":18,"Rot":true}]"
46800,46800,solved1,212090554,134053924715,13,"[{"Idx":0,"Rot":false},{"Idx":1,"Rot":false},{"Idx":2,"Rot":false},{"Idx":4,"Rot":false},{"Idx":3,"Rot":true},{"Idx":6,"Rot":true},{"Idx":7,"Rot":true},{"Idx":11,"Rot":false},{"Idx":12,"Rot":false},{"Idx":13,"Rot":true},{"Idx":15,"Rot":false},{"Idx":14,"Rot":false},{"Idx":19,"Rot":true},{"Idx":16,"Rot":false},{"Idx":17,"Rot":true},{"Idx":5,"Rot":false},{"Idx":8,"Rot":false},{"Idx":9,"Rot":false},{"Idx":10,"Rot":false},{"Idx":18,"Rot":false}]"
46760,46760,solved1,1535147,995958006,13,"[{"Idx":0,"Rot":false},{"Idx":1,"Rot":false},{"Idx":2,"Rot":false},{"Idx":3,"Rot":false},{"Idx":4,"Rot":true},{"Idx":5,"Rot":true},{"Idx":6,"Rot":true},{"Idx":8,"Rot":true},{"Idx":19,"Rot":true},{"Idx":10,"Rot":true},{"Idx":13,"Rot":false},{"Idx":15,"Rot":true},{"Idx":16,"Rot":true},{"Idx":7,"Rot":true},{"Idx":11,"Rot":true},{"Idx":9,"Rot":true},{"Idx":12,"Rot":true},{"Idx":17,"Rot":false},{"Idx":18,"Rot":false},{"Idx":14,"Rot":false}]"
