"rows";"cols";"tiles";"n_tiles";"strategy";"n_simulations";"score";"solution_found";"n_tiles_placed";"created_on"
"24";"16";"[[1, 1], [1, 1], [2, 1], [3, 1], [8, 1], [8, 1], [8, 1], [8, 1], [9, 1], [3, 2], [6, 2], [9, 2], [9, 2], [5, 4], [6, 4], [14, 4], [6, 5], [10, 5], [12, 5], [7, 6]]";"20";"avg_depth";"100";"1.0";"False";"325989"
"24";"16";"[[1, 1], [1, 1], [2, 1], [3, 1], [8, 1], [8, 1], [8, 1], [8, 1], [9, 1], [3, 2], [6, 2], [9, 2], [9, 2], [5, 4], [6, 4], [14, 4], [6, 5], [10, 5], [12, 5], [7, 6]]";"20";"max_depth";"100";"1.0";"False";"225346"
"12";"18";"[[2, 1], [2, 1], [4, 1], [5, 1], [5, 1], [6, 1], [6, 1], [7, 1], [7, 1], [18, 1], [18, 1], [2, 2], [3, 2], [5, 2], [6, 2], [15, 2], [4, 3], [6, 3], [5, 4], [6, 4]]";"20";"max_depth";"100";"2.0";"False";"299817"
"15";"11";"[[1, 1], [2, 1], [2, 1], [3, 1], [4, 1], [4, 1], [5, 1], [5, 1], [5, 1], [6, 1], [6, 1], [7, 1], [4, 2], [4, 2], [5, 2], [5, 2], [6, 2], [9, 3], [5, 4], [5, 4]]";"20";"avg_depth";"100";"0.0";"True";"28338"
"15";"11";"[[1, 1], [2, 1], [2, 1], [3, 1], [4, 1], [4, 1], [5, 1], [5, 1], [5, 1], [6, 1], [6, 1], [7, 1], [4, 2], [4, 2], [5, 2], [5, 2], [6, 2], [9, 3], [5, 4], [5, 4]]";"20";"max_depth";"100";"0.0";"True";"28338"
"39";"22";"[[4, 1], [4, 1], [6, 1], [6, 1], [8, 1], [13, 1], [16, 1], [17, 1], [18, 1], [22, 1], [22, 1], [38, 1], [4, 2], [9, 2], [13, 2], [11, 4], [13, 4], [38, 5], [11, 9], [19, 13]]";"20";"avg_depth";"100";"1.0";"False";"278791"
"39";"22";"[[4, 1], [4, 1], [6, 1], [6, 1], [8, 1], [13, 1], [16, 1], [17, 1], [18, 1], [22, 1], [22, 1], [38, 1], [4, 2], [9, 2], [13, 2], [11, 4], [13, 4], [38, 5], [11, 9], [19, 13]]";"20";"max_depth";"100";"1.0";"False";"281663"
"24";"22";"[[1, 1], [1, 1], [4, 1], [4, 1], [4, 1], [4, 1], [8, 1], [12, 1], [14, 1], [16, 1], [20, 1], [20, 1], [20, 1], [4, 3], [6, 3], [7, 3], [16, 3], [5, 4], [15, 4], [17, 13]]";"20";"avg_depth";"100";"1.0";"False";"305853"
"24";"22";"[[1, 1], [1, 1], [4, 1], [4, 1], [4, 1], [4, 1], [8, 1], [12, 1], [14, 1], [16, 1], [20, 1], [20, 1], [20, 1], [4, 3], [6, 3], [7, 3], [16, 3], [5, 4], [15, 4], [17, 13]]";"20";"max_depth";"100";"1.0";"False";"358071"
"22";"10";"[[1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [3, 1], [4, 1], [4, 1], [4, 1], [4, 1], [6, 1], [7, 1], [8, 1], [9, 1], [11, 1], [16, 2], [16, 2], [4, 3], [7, 3], [11, 5]]";"20";"avg_depth";"100";"1.0";"False";"323853"
"22";"10";"[[1, 1], [1, 1], [1, 1], [2, 1], [3, 1], [3, 1], [4, 1], [4, 1], [4, 1], [4, 1], [6, 1], [7, 1], [8, 1], [9, 1], [11, 1], [16, 2], [16, 2], [4, 3], [7, 3], [11, 5]]";"20";"max_depth";"100";"1.0";"False";"296181"
"40";"12";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [4, 1], [4, 1], [6, 1], [7, 1], [7, 1], [10, 1], [10, 1], [16, 1], [23, 2], [23, 3], [7, 4], [16, 4], [14, 5], [19, 7]]";"20";"avg_depth";"100";"1.0";"False";"292913"
"40";"12";"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [4, 1], [4, 1], [6, 1], [7, 1], [7, 1], [10, 1], [10, 1], [16, 1], [23, 2], [23, 3], [7, 4], [16, 4], [14, 5], [19, 7]]";"20";"max_depth";"100";"1.0";"False";"267947"
