22798,0
22801,1
22802,2
22816,3
22681,4
22682,5
22683,6
22684,7
22685,8
22686,9
22687,10
22688,11
22693,12
22694,13
22695,14
22696,15
23235,16
22698,17
22699,18
22700,19
22701,20
22702,21
22703,22
22704,23
22706,24
22707,25
22709,26
22710,27
22711,28
22712,29
22714,30
22716,31
22720,32
22721,33
22722,34
22724,35
22725,36
22726,37
22728,38
22729,39
22731,40
22732,41
22733,42
22737,43
22739,44
22741,45
22742,46
22743,47
22745,48
22746,49
22748,50
22749,51
22753,52
22756,53
22758,54
22761,55
22767,56
22775,57
22782,58
22785,59
22787,60
22789,61
30982,62
22791,63
30984,64
30985,65
30986,66
22794,67
30988,68
22796,69
30990,70
30991,71
22799,72
30993,73
30994,74
30995,75
22803,76
22805,77
30998,78
30999,79
22806,80
22809,81
22810,82
31003,83
22811,84
31005,85
31006,86
31007,87
22807,88
22817,89
31010,90
31011,91
31012,92
22820,93
31014,94
31015,95
22818,96
22825,97
22822,98
31019,99
22827,100
31023,101
31024,102
31025,103
31026,104
22838,105
31031,106
22839,107
22840,108
31034,109
22844,110
22845,111
22846,112
22847,113
22850,114
31044,115
22853,116
31047,117
22856,118
31050,119
22858,120
31052,121
22861,122
31054,123
22863,124
31056,125
22865,126
31058,127
31059,128
22868,129
31061,130
22869,131
31065,132
31066,133
22875,134
31068,135
22873,136
31070,137
31071,138
31073,139
31074,140
22883,141
31076,142
31077,143
22887,144
31080,145
22889,146
22890,147
22891,148
22892,149
22894,150
31087,151
31088,152
31089,153
22898,154
22897,155
31092,156
22900,157
31094,158
31095,159
31096,160
22905,161
31098,162
31099,163
22908,164
22909,165
31102,166
22907,167
31104,168
31105,169
22906,170
22916,171
31109,172
31110,173
22918,174
22920,175
22917,176
31114,177
22922,178
22925,179
31118,180
31119,181
31120,182
31121,183
31122,184
22930,185
22927,186
22895,187
22934,188
31127,189
22936,190
22937,191
22939,192
31132,193
22941,194
31134,195
31135,196
22943,197
22944,198
22946,199
22945,200
31140,201
22949,202
22952,203
31146,204
31147,205
31149,206
31150,207
31151,208
31152,209
22961,210
31154,211
31155,212
31156,213
22963,214
31158,215
31159,216
31160,217
31161,218
31162,219
31164,220
31165,221
31166,222
31167,223
31168,224
31169,225
31170,226
31171,227
31172,228
22978,229
22982,230
22983,231
31175,232
31177,233
31174,234
31179,235
22988,236
31181,237
22986,238
22991,239
31184,240
22993,241
22992,242
31187,243
22995,244
22997,245
22998,246
22999,247
23000,248
31193,249
31194,250
31195,251
31196,252
31197,253
23006,254
23002,255
23001,256
31201,257
23010,258
23011,259
23012,260
23013,261
23009,262
23015,263
23016,264
23017,265
23018,266
23019,267
31212,268
23021,269
31214,270
23023,271
23024,272
23020,273
23026,274
23027,275
23028,276
23025,277
23030,278
23031,279
23032,280
23033,281
23034,282
23035,283
23036,284
23037,285
31230,286
23039,287
31232,288
23041,289
23042,290
23043,291
23038,292
23045,293
23046,294
23047,295
23048,296
23049,297
23050,298
23051,299
23044,300
23053,301
31246,302
23054,303
31248,304
23056,305
23055,306
23059,307
23060,308
23061,309
31254,310
23057,311
23064,312
23065,313
23067,314
23068,315
31262,316
23071,317
23070,318
23073,319
23074,320
23075,321
31268,322
23076,323
23077,324
23079,325
23080,326
23081,327
23083,328
23084,329
23085,330
23086,331
31278,332
23088,333
31281,334
23090,335
23091,336
23092,337
23089,338
23094,339
23095,340
23096,341
31289,342
23097,343
23099,344
23100,345
23101,346
23102,347
23103,348
31296,349
23104,350
23106,351
23105,352
23108,353
23107,354
31302,355
23111,356
23113,357
23114,358
23116,359
23117,360
23118,361
23119,362
23120,363
23121,364
23122,365
23123,366
31316,367
22896,368
23126,369
23127,370
23128,371
23129,372
23130,373
23131,374
23132,375
23133,376
23134,377
31327,378
23136,379
23137,380
23138,381
23135,382
23140,383
23141,384
31334,385
23143,386
23144,387
23145,388
23142,389
23146,390
31340,391
23149,392
23150,393
23151,394
23152,395
31345,396
23154,397
23155,398
23156,399
23148,400
23158,401
23159,402
23160,403
31353,404
31354,405
23161,406
23164,407
23165,408
23166,409
23167,410
23168,411
23169,412
23170,413
31363,414
23171,415
23173,416
23174,417
23175,418
23176,419
23177,420
23179,421
23180,422
23181,423
23183,424
23184,425
23185,426
31378,427
23186,428
23188,429
23189,430
23190,431
23191,432
31384,433
23192,434
23187,435
23195,436
23196,437
23197,438
23198,439
22928,440
23200,441
23201,442
23203,443
23204,444
23205,445
23206,446
23207,447
23208,448
23209,449
23210,450
23211,451
23212,452
23213,453
23214,454
23215,455
23216,456
23217,457
22903,458
23219,459
23220,460
23221,461
23218,462
23223,463
23224,464
23225,465
23222,466
23227,467
23228,468
23229,469
23230,470
23231,471
23232,472
23233,473
23234,474
31427,475
23236,476
23237,477
23238,478
23239,479
23240,480
23241,481
23242,482
23243,483
23244,484
23245,485
23246,486
23247,487
23248,488
23249,489
23250,490
31443,491
23251,492
23252,493
23254,494
23253,495
31448,496
23256,497
23258,498
23259,499
23257,500
23261,501
23262,502
23263,503
23264,504
23265,505
23266,506
23267,507
23268,508
23269,509
23270,510
23271,511
23272,512
31465,513
23274,514
23275,515
23273,516
23277,517
31470,518
23279,519
23280,520
23281,521
23282,522
23283,523
23284,524
23285,525
23286,526
23287,527
23288,528
23289,529
23290,530
23291,531
23292,532
23293,533
23294,534
23295,535
23296,536
23298,537
23299,538
23300,539
23301,540
23302,541
23303,542
23304,543
23305,544
23306,545
23307,546
23309,547
23310,548
23311,549
23312,550
23313,551
23314,552
23315,553
23316,554
23318,555
23319,556
23320,557
23321,558
23322,559
23323,560
23324,561
23325,562
23326,563
23327,564
23328,565
23329,566
23330,567
23331,568
23332,569
23333,570
23335,571
23336,572
23337,573
